customer_id,open_date,gender,age,married,number_of_dependents,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charge,total_revenue,churn_category,churn_date,churn_reason
3097-FQTVJ,2022-03-11,Female,23,No,0,4,Stayed,5913,0,41,Offer B,Yes,No,No,,No,No,No,No,No,No,Two Year,Mailed Check,20.0,1223.99,,,
2187-PKZAY,2024-08-18,Male,23,No,0,5,Stayed,2968,0,12,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.95,1524.12,,,
1898-JSNDC,2022-05-19,Female,23,No,0,4,Stayed,5662,0,39,Offer C,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,One Year,Credit Card,58.6,4103.13,,,
3148-AOIQT,2019-11-03,Female,23,Yes,0,3,Stayed,4106,10,69,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.95,4831.63,,,
5148-ORICT,2020-04-13,Female,23,Yes,0,3,Stayed,4781,2,64,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Two Year,Mailed Check,74.35,5913.47,,,
4616-EWBNJ,2024-04-21,Female,23,No,0,3,Stayed,4545,0,16,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,20.1,1074.6,,,
9052-DHNKM,2023-06-23,Male,23,No,0,3,Stayed,5156,0,26,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One Year,Bank Withdrawal,61.55,2570.99,,,
6447-EGDIV,2023-01-14,Female,23,No,0,4,Stayed,5772,0,31,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Mailed Check,20.95,1668.74,,,
9847-HNVGP,2024-03-06,Male,23,No,0,5,Stayed,2221,0,17,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,19.95,751.07,,,
4633-MKHYU,2024-11-14,Female,23,No,0,5,Stayed,2952,0,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,88.4,1107.65,,,
6870-ECSHE,2025-06-21,Female,23,No,0,4,Joined,4196,0,2,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.45,126.8,,,
4922-CVPDX,2023-06-26,Female,23,Yes,0,5,Stayed,3596,6,26,Offer C,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,Credit Card,73.5,2845.79,,,
4521-YEEHE,2024-02-06,Female,23,Yes,0,5,Stayed,3127,8,18,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,88.85,1907.07,,,
5606-AMZBO,2024-10-05,Female,23,Yes,0,3,Stayed,3403,4,10,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Credit Card,78.15,1145.45,,,
5640-CAXOA,2023-02-09,Female,23,No,0,4,Stayed,5455,0,30,No Offer,No,No,Yes,Cable,No,No,No,Yes,No,Yes,One Year,Credit Card,40.35,1187.05,,,
3146-JTQHR,2024-10-08,Male,23,Yes,0,5,Stayed,3778,3,10,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,19.6,582.95,,,
9955-QOPOY,2019-11-10,Male,23,Yes,0,4,Stayed,5683,7,69,No Offer,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,60.8,4263.4,,,
2121-JAFOM,2019-08-09,Female,23,Yes,0,3,Stayed,5076,1,72,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,115.55,8432.64,,,
2692-PFYTJ,2025-07-10,Female,23,No,0,4,Joined,2569,0,1,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,25.75,40.97,,,
1518-OMDIK,2022-11-13,Male,23,Yes,0,4,Stayed,2422,6,33,Offer C,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Credit Card,44.55,3062.77,,,
2001-EWBQU,2020-08-08,Female,23,No,0,5,Stayed,6186,0,60,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,104.7,8612.0,,,
5006-MXVRN,2022-05-07,Female,23,No,0,4,Stayed,3733,0,39,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.7,1924.26,,,
1866-DIOQZ,2019-09-24,Female,23,Yes,0,4,Stayed,4698,10,71,No Offer,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,66.8,4689.15,,,
9426-SXNHE,2025-06-09,Female,23,No,0,4,Joined,5355,0,2,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,18.75,62.99,,,
2284-VFLKH,2021-07-01,Male,23,Yes,0,3,Stayed,4995,4,49,Offer B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Credit Card,99.25,6583.37,,,
9795-VOWON,2025-01-10,Male,23,No,0,4,Stayed,4665,0,7,Offer E,No,No,Yes,Cable,No,No,No,No,No,No,One Year,Credit Card,24.35,150.85,,,
6374-AFWOX,2021-10-18,Male,23,Yes,0,4,Stayed,2680,3,46,No Offer,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,Two Year,Credit Card,65.65,5195.81,,,
7813-TKCVO,2023-12-13,Female,23,Yes,0,3,Stayed,4390,1,20,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.35,952.35,,,
2580-ASVVY,2022-07-09,Female,23,Yes,0,4,Stayed,4051,1,37,No Offer,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Two Year,Bank Withdrawal,45.4,1548.97,,,
7929-SKFGK,2019-10-01,Male,23,Yes,0,4,Stayed,4280,10,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,114.3,9761.9,,,
9066-QRSDU,2019-11-03,Female,23,Yes,0,4,Stayed,5418,7,69,Offer A,Yes,Yes,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,26.3,3287.07,,,
1840-BIUOG,2023-12-11,Male,23,No,0,3,Stayed,2989,0,20,No Offer,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,68.7,2066.2,,,
3462-BJQQA,2025-02-02,Female,23,No,0,5,Stayed,2370,0,6,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Bank Withdrawal,89.75,819.17,,,
0956-ACVZC,2021-02-12,Female,23,No,0,3,Stayed,4084,0,54,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Credit Card,94.1,7845.28,,,
4482-FTFFX,2025-03-05,Male,23,No,0,4,Stayed,5232,0,5,No Offer,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,56.15,425.75,,,
0848-SOMKO,2019-10-24,Male,23,No,0,3,Stayed,4483,0,70,No Offer,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,48.4,3442.8,,,
1952-DVVSW,2024-10-03,Female,23,Yes,0,5,Stayed,3509,4,10,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.1,324.8,,,
2999-AANRQ,2023-11-11,Female,23,No,0,4,Stayed,5138,0,21,No Offer,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,Credit Card,71.05,2012.29,,,
4753-PADAS,2020-01-09,Female,23,Yes,0,4,Stayed,5027,2,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Bank Withdrawal,105.7,8522.77,,,
1353-LJWEM,2024-09-05,Male,23,No,0,3,Stayed,2726,0,11,Offer D,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,60.9,955.62,,,
5161-XEUVX,2022-07-24,Male,23,Yes,0,3,Stayed,2615,8,37,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Two Year,Credit Card,94.3,3946.76,,,
8792-AOROI,2024-12-19,Female,23,Yes,0,3,Stayed,2985,1,8,Offer E,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Two Year,Credit Card,65.5,753.79,,,
0463-ZSDNT,2024-10-10,Male,23,No,0,5,Stayed,2037,0,10,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,56.75,836.25,,,
6633-SYEUS,2023-09-18,Female,23,No,0,3,Stayed,2061,0,23,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,83.2,2467.59,,,
9281-CEDRU,2019-12-25,Female,23,Yes,0,5,Stayed,5553,2,68,No Offer,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Two Year,Bank Withdrawal,64.1,4893.29,,,
0691-JVSYA,2021-03-25,Female,24,Yes,0,1,Churned,4328,5,53,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,94.85,7134.51,Competitor,2025-08-29,Competitor had better devices
6680-NENYN,2022-01-21,Female,24,No,0,1,Churned,5250,0,43,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,104.6,5313.69,Competitor,2025-08-22,Competitor made better offer
2037-XJFUP,2022-11-01,Male,24,Yes,0,2,Churned,4161,1,33,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,95.8,4476.15,Competitor,2025-08-03,Competitor made better offer
0115-TFERT,2023-11-12,Male,24,Yes,0,3,Churned,4123,1,21,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,111.2,3198.56,Attitude,2025-08-13,Attitude of service provider
3313-QKNKB,2020-09-07,Male,24,Yes,0,3,Churned,6304,0,59,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Bank Withdrawal,85.55,5492.34,Competitor,2025-08-08,Competitor offered more data
4800-CZMPC,2021-08-19,Female,24,Yes,0,1,Churned,4736,1,48,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,Credit Card,103.25,5342.83,Attitude,2025-08-24,Attitude of service provider
4588-YBNIB,2025-07-24,Female,24,No,0,2,Churned,4205,0,1,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.6,24.96,Price,2025-08-25,Price too high
7341-LXCAF,2025-04-08,Male,24,Yes,0,1,Churned,4013,8,4,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.65,495.96,Dissatisfaction,2025-08-12,Product dissatisfaction
2002-MZHWP,2025-07-21,Female,24,No,0,2,Churned,3820,0,1,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,20.5,46.62,Price,2025-08-24,Long distance charges
2612-RANWT,2024-08-10,Female,24,No,0,2,Churned,3682,0,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.15,1530.78,Price,2025-08-11,Price too high
5960-WPXQM,2025-07-09,Male,24,No,0,1,Churned,3555,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,79.05,110.39,Competitor,2025-08-09,Competitor made better offer
0137-UDEUO,2025-05-05,Female,24,No,0,1,Churned,3398,0,3,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.85,141.0,Price,2025-08-09,Long distance charges
8563-IIOXK,2025-01-03,Male,24,Yes,0,1,Churned,5651,4,7,Offer E,Yes,No,Yes,DSL,Yes,No,No,No,No,No,One Year,Bank Withdrawal,49.75,584.28,Competitor,2025-08-04,Competitor offered higher download speeds
7845-URHJN,2024-12-08,Female,24,Yes,0,3,Churned,4785,1,8,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.15,247.05,Price,2025-08-08,Price too high
0687-ZVTHB,2020-03-09,Male,24,Yes,0,1,Churned,4415,1,65,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,One Year,Credit Card,72.45,6378.37,Competitor,2025-08-13,Competitor offered more data
4250-ZBWLV,2019-12-24,Male,24,No,0,3,Churned,4454,0,68,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,108.45,8645.19,Competitor,2025-08-28,Competitor offered higher download speeds
2867-UIMSS,2025-07-14,Male,24,No,0,1,Churned,2734,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.5,116.27,Dissatisfaction,2025-08-15,Product dissatisfaction
4488-PSYCG,2024-04-17,Male,24,No,0,1,Churned,4327,0,16,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,20.25,664.09,Price,2025-08-17,Long distance charges
0731-EBJQB,2021-04-08,Female,24,Yes,0,3,Stayed,5482,3,52,Offer B,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,20.4,1384.45,,,
1862-QRWPE,2021-08-11,Female,24,Yes,0,5,Stayed,4124,10,48,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,20.65,2879.08,,,
7100-FQPRV,2022-01-05,Male,24,Yes,0,3,Stayed,4106,5,43,Offer B,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One Year,Credit Card,71.9,5241.65,,,
6496-JDSSB,2024-12-12,Female,24,No,0,4,Stayed,2165,0,8,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,80.0,943.96,,,
4130-MZLCC,2025-03-26,Female,24,No,0,3,Stayed,2739,0,5,No Offer,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,50.55,459.85,,,
9577-WJVCQ,2019-12-01,Female,24,No,0,3,Stayed,5310,0,68,No Offer,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Mailed Check,54.45,4048.15,,,
3727-OWVYD,2022-09-26,Male,24,No,0,3,Stayed,2075,0,35,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One Year,Mailed Check,61.2,3364.5,,,
0942-KOWSM,2023-02-15,Female,24,Yes,0,5,Stayed,4274,4,30,Offer C,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,80.8,2847.5,,,
1304-BCCFO,2024-11-09,Male,24,Yes,0,3,Stayed,4900,2,9,No Offer,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Month-to-Month,Mailed Check,70.05,698.59,,,
5844-QVTAT,2022-11-02,Female,24,Yes,0,4,Stayed,4276,8,33,Offer C,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,One Year,Credit Card,58.45,2245.47,,,
8434-VGEQQ,2020-07-06,Male,24,Yes,0,4,Stayed,4446,0,61,Offer B,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.55,4158.31,,,
3115-CZMZD,2024-10-13,Male,24,No,0,4,Stayed,5504,0,10,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,20.25,334.1,,,
8823-RLPWL,2019-08-01,Female,24,Yes,0,4,Stayed,4259,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Credit Card,110.65,11032.77,,,
2040-OBMLJ,2023-01-07,Male,24,No,0,5,Stayed,4850,0,31,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,Credit Card,81.7,3081.23,,,
8590-YFFQO,2019-10-04,Male,24,Yes,0,3,Stayed,5669,1,70,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,Credit Card,64.95,4594.46,,,
7363-QTBIW,2024-11-26,Female,24,Yes,0,5,Stayed,4654,3,9,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.75,830.12,,,
4159-NAAIX,2020-05-14,Female,24,No,0,3,Stayed,4769,0,63,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,Bank Withdrawal,97.45,8631.88,,,
9397-TZSHA,2019-11-15,Female,24,No,0,5,Stayed,5294,0,69,Offer A,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.6,4168.13,,,
5542-NKVRU,2022-02-10,Female,24,No,0,3,Stayed,2574,0,42,Offer B,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,20.75,1613.47,,,
3055-MJDSB,2024-11-06,Male,24,No,0,5,Stayed,2323,0,9,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Mailed Check,24.6,190.1,,,
8714-CTZJW,2025-04-13,Female,24,No,0,3,Stayed,3154,0,4,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,82.85,398.96,,,
8246-SHFGA,2024-03-13,Male,24,No,0,3,Stayed,2842,0,17,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,21.1,963.89,,,
0106-GHRQR,2024-04-16,Male,24,No,0,5,Stayed,3360,0,16,No Offer,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,71.4,1623.46,,,
9350-ZXYJC,2025-04-13,Female,24,No,0,3,Stayed,3808,0,4,Offer E,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,25.3,155.95,,,
8232-UTFOZ,2019-11-25,Male,24,No,0,4,Stayed,4328,0,69,No Offer,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,19.95,1894.77,,,
4547-FZJWE,2021-01-26,Male,24,Yes,0,4,Stayed,5712,5,55,No Offer,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,Credit Card,59.45,5186.35,,,
8311-UEUAB,2020-01-11,Female,24,Yes,0,3,Stayed,5420,5,67,Offer A,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two Year,Bank Withdrawal,75.5,5320.57,,,
3113-IWHLC,2025-03-21,Male,24,No,0,3,Stayed,2612,0,5,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-Month,Credit Card,55.8,480.8,,,
7176-WIONM,2024-08-01,Female,24,Yes,0,3,Stayed,2873,10,12,Offer D,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,49.85,617.15,,,
1699-UOTXU,2020-08-02,Male,24,No,0,3,Stayed,6209,0,60,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Two Year,Bank Withdrawal,61.4,5493.45,,,
0233-FTHAV,2020-08-23,Female,24,No,0,3,Stayed,5687,0,60,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,Bank Withdrawal,79.2,5682.4,,,
9453-PATOS,2019-08-24,Female,24,Yes,0,4,Stayed,4147,7,72,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,85.1,7634.28,,,
0397-ZXWQF,2020-01-04,Male,24,No,0,5,Stayed,4416,0,67,Offer A,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,20.5,4600.72,,,
7968-QUXNS,2025-02-18,Male,24,No,0,4,Stayed,5920,0,6,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Mailed Check,18.95,275.39,,,
1345-ZUKID,2024-06-26,Male,24,No,0,3,Stayed,2400,0,14,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Mailed Check,19.35,689.08,,,
1474-JUWSM,2020-10-02,Female,24,Yes,0,3,Stayed,5269,8,58,No Offer,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,One Year,Bank Withdrawal,68.4,5537.67,,,
7339-POGZN,2025-04-12,Female,24,No,0,4,Stayed,4288,0,4,No Offer,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,50.7,239.63,,,
3785-KTYSH,2021-03-10,Male,24,No,0,5,Stayed,4610,0,53,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.6,3051.8,,,
5186-EJEGL,2024-11-13,Male,24,No,0,3,Stayed,3628,0,9,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Credit Card,69.5,963.12,,,
2203-GHNWN,2023-08-01,Female,24,Yes,0,4,Stayed,3816,2,24,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Credit Card,79.65,3007.02,,,
9602-WCXPI,2021-06-17,Male,24,No,0,5,Stayed,5249,0,50,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.15,2075.05,,,
9065-ZCPQX,2019-08-21,Male,24,Yes,0,3,Stayed,5091,2,72,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,78.85,8615.07,,,
4006-HKYHO,2020-05-09,Male,24,No,0,3,Stayed,5841,0,63,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.7,7173.04,,,
2476-YGEFM,2023-03-08,Female,24,No,0,3,Stayed,5324,0,29,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,76.0,2418.54,,,
3345-PBBFH,2024-12-16,Male,24,Yes,0,5,Stayed,5922,6,8,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,49.55,412.49,,,
5049-MUBWG,2023-06-13,Male,24,No,0,3,Stayed,4705,0,26,No Offer,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,75.0,3198.21,,,
2428-ZMCTB,2024-10-07,Male,24,No,0,3,Stayed,3926,0,10,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.75,411.15,,,
1202-KKGFU,2024-08-01,Female,24,Yes,0,4,Stayed,4474,4,12,Offer D,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-Month,Bank Withdrawal,54.2,978.38,,,
3125-RAHBV,2023-10-10,Male,24,No,0,4,Stayed,2768,0,22,Offer D,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.3,973.81,,,
9975-SKRNR,2025-07-07,Male,24,No,0,4,Joined,4480,0,1,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,18.9,68.41,,,
5846-ABOBJ,2019-09-03,Male,24,Yes,0,3,Stayed,4766,2,71,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,24.45,4116.96,,,
2507-QZPQS,2024-05-12,Male,24,No,0,5,Stayed,4999,0,15,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.7,1600.65,,,
2252-JHJGE,2020-07-22,Male,24,No,0,3,Stayed,4344,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,104.0,9150.54,,,
3858-XHYJO,2022-04-13,Female,24,Yes,0,4,Stayed,4078,5,40,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Bank Withdrawal,105.75,5116.55,,,
5701-GUXDC,2023-06-04,Female,24,Yes,0,3,Stayed,2519,4,26,No Offer,No,No,Yes,DSL,Yes,No,Yes,No,No,No,One Year,Credit Card,35.4,978.6,,,
9289-LBQVU,2020-04-01,Male,24,Yes,0,4,Stayed,5037,5,64,No Offer,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One Year,Credit Card,70.15,6588.22,,,
4686-UXDML,2023-11-03,Female,24,No,0,3,Stayed,2113,0,21,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,99.85,2514.61,,,
8241-JUIQO,2020-07-12,Female,24,No,0,4,Stayed,4559,0,61,Offer B,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,19.45,2916.86,,,
7435-ZNUYY,2025-02-08,Male,24,No,0,3,Stayed,4439,0,6,Offer E,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.6,189.62,,,
7009-LGECI,2025-04-07,Female,24,No,0,4,Stayed,4164,0,4,No Offer,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,50.55,323.93,,,
7952-OBOYL,2025-05-16,Male,24,No,0,5,Joined,4096,0,3,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,Credit Card,89.85,319.75,,,
2904-GGUAZ,2019-08-24,Female,24,Yes,0,4,Stayed,5515,8,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,Bank Withdrawal,84.05,7215.05,,,
0376-OIWME,2022-08-26,Male,24,Yes,0,4,Stayed,2701,3,36,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,93.6,4837.37,,,
3583-EKAPL,2025-07-06,Male,25,No,0,1,Churned,4877,0,1,No Offer,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.0,102.22,Competitor,2025-08-06,Competitor had better devices
4853-RULSV,2019-10-02,Male,25,No,0,1,Churned,4544,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Two Year,Credit Card,104.0,8103.45,Attitude,2025-08-03,Attitude of service provider
0224-HJAPT,2025-03-14,Male,25,No,0,2,Churned,2857,0,5,No Offer,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,47.15,333.2,Competitor,2025-08-14,Competitor made better offer
0524-IAVZO,2023-02-19,Female,25,Yes,0,2,Churned,3698,1,30,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,85.0,2768.85,Other,2025-08-23,Don't know
0137-OCGAB,2025-07-11,Female,25,No,0,3,Churned,3056,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Mailed Check,80.2,81.43,Price,2025-08-12,Lack of affordable download/upload speed
7209-JCUDS,2024-10-22,Male,25,No,0,1,Churned,2832,0,10,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,94.9,1451.05,Competitor,2025-08-27,Competitor had better devices
8806-EAGWC,2025-05-15,Male,25,No,0,2,Churned,5698,0,3,Offer E,Yes,No,Yes,DSL,No,No,No,No,Yes,No,Month-to-Month,Credit Card,55.15,227.46,Dissatisfaction,2025-08-17,Network reliability
